Codigo,Descripcion,Unidad,Activo,AVA01,AVA02,AVA03,AVA04,Proveedor,Familia,Clase,Línea,Ubicación
701-PH6-122M,"POLICARBONATO 6,MM BRONCE 1.22 MTS",MTS,True,0,0,0,-7,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PH6-183M,"POLICARBONATO 6,MM BRONCE 1.83 MTS",MTS,True,0,0,0,0.75,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PHUMO6-122M,"POLICARBONATO 6,MM HUMO 1.22 MTS",MTS,True,0,0,0,4.2,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PHUMO6-183M,"POLICARBONATO 6,MM HUMO 1.83 MTS",MTS,True,0,0,10,-10.11,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PHV6-183,"POLICARBONATO 6,MM HUMO VERDE 1.83 MTS",MTS,True,-4,0,0,5,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PT6-122M,"POLICARBONATO 6,MM TRANSPARENTE 1.22 MTS",MTS,True,2,0,0,7.8,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PV6-183M,"POLICARBONATO 6,MM VERDE 1.83 MTS",MTS,True,0,0,0,2.8,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PT6-183M,POLICARBONATO 6MM TRANSP  1.83 MTS,MTS,True,0,0,10,-21.9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,4
701-PCS-2441226C,POLICARBONATO SOLIDO UV UNA CARA 6MM 1.22 X 2.44 MTS CRISTAL,PZA,False,0,0,0,0,"PLASTICOS ESPECIALES GAREN, S A DE C V",POLICARBONATO METROS LINEALES,POLICARBONATOS,POLICARBONATOS,1
701-112125000,"PERFIL P/POLICARBONATO 10 MM ALETA LATERAL RIGIDA ""H"" 2.50 MTS",PZA,True,0,0,0,134,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,4
701-17130610006TR,POLICARBONATO PERFIL  BASE TAPA  4-6MM  6.10MT TRANSPARENTE,PZA,True,0,0,0,70,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,4
701-17181221098TR,"ROLLO DE POLICARBONATO 6,MM  1.22 X 10.98 MTS TRANSPARENTE GLANZE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-7181221220BL,"ROLLO DE POLICARBONATO 6,MM  1.22 X 12.20 MTS BLANCO GLANZE DOBLE UV",PZA,True,20,0,27,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221220HV,"ROLLO DE POLICARBONATO 6,MM  1.22 X 12.20 MTS HUMO/VERDE GLANZE DOBLE UV",PZA,True,0,0,25,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221220TR,"ROLLO DE POLICARBONATO 6,MM  1.22 X 12.20 MTS TRANSPARENTE GLANZE DOBLE UV",PZA,True,15,0,23,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221098BL,"ROLLO DE POLICARBONATO 6,MM 1.22 X 10.98 MTS BLANCO GLANZE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221098BR,"ROLLO DE POLICARBONATO 6,MM 1.22 X 10.98 MTS BRONCE GLANZE DOBLE UV",PZA,True,0,0,4,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221098HU,"ROLLO DE POLICARBONATO 6,MM 1.22 X 10.98 MTS HUMO GLANZE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221220BR,"ROLLO DE POLICARBONATO 6,MM 1.22 X 12.20 MTS BRONCE GLANZE DOBLE UV",PZA,True,0,0,26,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181221220HU,"ROLLO DE POLICARBONATO 6,MM 1.22 X 12.20 MTS HUMO GLANZE DOBLE UV",PZA,True,0,0,23,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098AZ,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS AZUL GLANZE DOBLE UV",PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098BL,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS BLANCO GLANZE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098BR,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS BRONCE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098HU,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS HUMO GLANZE DOBLE UV",PZA,False,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098TR,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS TRANSPARENTE GLANZE",PZA,True,0,0,0,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831098VE,"ROLLO DE POLICARBONATO 6,MM 1.83 X 10.98 MTS VERDE DOBLE UV",PZA,True,0,0,5,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220AZ,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS AZUL GLANZE DOBLE UV",PZA,True,0,0,15,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220BL,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS BLANCO GLANZE DOBLE UV",PZA,True,20,0,28,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220BR,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS BRONCE DOBLE UV",PZA,True,20,0,41,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220HU,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS HUMO GLANZE DOBLE UV",PZA,True,30,0,38,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220HV,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS HUMO/VERDE GLANZE DOBLE UV",PZA,True,0,0,15,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
701-17181831220TR,"ROLLO DE POLICARBONATO 6,MM 1.83 X 12.20 MTS TRANSPARENTE GLANZE",PZA,True,20,0,30,0,"HERRALUM INDUSTRIAL, S.A. DE C.V.",POLICARBONATOS ROLLOS,POLICARBONATOS,POLICARBONATOS,3
310-AS-0450-100-BL,BOLSA REMACHES INDUX DEL 45 BLANCO (1/8) (100 PZAS),PZA,True,-3,0,0,76,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450-100-CH,BOLSA REMACHES INDUX DEL 45 CHAMPAGNE BTE (1/8) (100 PZAS),PZA,True,0,0,-4,295,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450-100,BOLSA REMACHES INDUX DEL 45 GRIS (1/8) (100 PZAS),PZA,True,0,0,0,99,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
320-AS-0450-100-497,BOLSA REMACHES INDUX DEL 45 MADERA (1/8) (100 PZAS),PZA,True,0,0,-2,156,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-100-BL,BOLSA REMACHES INDUX DEL 48 BLANCO (1/8) (100 PZAS),PZA,True,0,0,0,-4,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-100-CH,BOLSA REMACHES INDUX DEL 48 CHAMPAGEN BTE (1/8) (100 PZAS),PZA,True,0,0,0,152,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-100,BOLSA REMACHES INDUX DEL 48 GRIS (1/8) (100 PZAS),PZA,True,0,0,-1,162,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
320-AS-0480-100-497,BOLSA REMACHES INDUX DEL 48 MADERA (1/8) (100 PZAS),PZA,True,0,0,0,49,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-100-AN,BOLSA REMACHES INDUX DEL 48 NEGRO (1/8) (100 PZAS),PZA,True,-2,0,0,3,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540-100-BL,BOLSA REMACHES INDUX DEL 54 BLANCO (5/32) (100 PZAS),PZA,True,0,0,-2,42,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540-100-CH,BOLSA REMACHES INDUX DEL 54 CHAMPAGNE BTE (5/32) (100 PZAS),PZA,True,0,0,0,0,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540-100,BOLSA REMACHES INDUX DEL 54 GRIS (5/32) (100 PZAS),PZA,True,0,0,0,1,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-100-BL,BOLSA REMACHES INDUX DEL 56 BLANCO (5/32) (100 PZAS),PZA,True,-2,0,0,-6,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-100-CH,BOLSA REMACHES INDUX DEL 56 CHAMPAGNE BTE (5/32) (100 PZAS),PZA,True,0,0,0,118,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-100,BOLSA REMACHES INDUX DEL 56 GRIS (5/32) (100 PZAS),PZA,True,-1,0,0,146,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-100-497,BOLSA REMACHES INDUX DEL 56 MADERA (5/32) (100 PZAS),PZA,True,0,0,0,186,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-100-AN,BOLSA REMACHES INDUX DEL 56 NEGRO (5/32) (100 PZAS),PZA,True,0,0,-1,6,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450-467,CAJA REMACHES INDUX DEL 45 BEIGE (1/8) (1000 PZAS),CAJA,False,0,0,0,0,"ROBIN HERRAJES Y ACCESORIOS, S DE RL DE CV",REMACHES,HERRAJES,REMACHES,4
310-AS-0450-00-CH,CAJA REMACHES INDUX DEL 45 CHAMPAGNE BTE (1/8) (1000 PZAS),CAJA,True,1,0,0,8,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450,CAJA REMACHES INDUX DEL 45 GRIS (1/8) (1000 PZAS),CAJA,True,0,0,0,6,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
320-AS-0450-00-497,CAJA REMACHES INDUX DEL 45 MADERA (1/8) (1000 PZAS),CAJA,True,1,0,0,3,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450-00-AN,CAJA REMACHES INDUX DEL 45 NEGRO (1/8 (1000 PZAS),CAJA,True,0,0,0,53,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-00-BL,CAJA REMACHES INDUX DEL 48 BLANCO (1/8 LARGO),CAJA,True,0,0,0,14,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-00-DL,CAJA REMACHES INDUX DEL 48 BRONCE (1/8 LARGO) (1000 PZAS),CAJA,True,0,0,0,0,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-00-CB,CAJA REMACHES INDUX DEL 48 CHAMPAGNE BTE (1/8 LARGO) (1000 PZAS),CAJA,True,0,0,0,17,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480,CAJA REMACHES INDUX DEL 48 GRIS (1/8 LARGOS) (1000 PZAS),CAJA,True,1,0,0,21,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
320-AS-0480-497,CAJA REMACHES INDUX DEL 48 MADERA (1/8 LARGO) (1000 PZAS),CAJA,True,1,0,0,13,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0480-00-AN,CAJA REMACHES INDUX DEL 48 NEGRO (1/8 LARGO) (1000 PZAS),CAJA,True,0,0,0,20,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540-00-BL,CAJA REMACHES INDUX DEL 54 BLANCO (5/32) (1000 PPZAS),CAJA,True,0,0,0,39,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540-00-CH,CAJA REMACHES INDUX DEL 54 CHAMPAGNE BTE (5/32) (1O00 PZAS),CAJA,True,0,0,0,14,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0540,CAJA REMACHES INDUX DEL 54 GRIS (5/32) (1000 PZAS),CAJA,True,0,0,0,17,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-00-BL,CAJA REMACHES INDUX DEL 56 BLANCO (5/32 LARGO) (1000 PZAS),CAJA,True,0,0,0,33,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-00-CH,CAJA REMACHES INDUX DEL 56 CHAMPAGNE BTE (5/32 LARGOS) (1000 PZAS),CAJA,True,0,0,0,23,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560,CAJA REMACHES INDUX DEL 56 GRIS (5/32 LARGOS) (1000 PZAS),CAJA,True,0,0,0,8,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0560-00-AN,CAJA REMACHES INDUX DEL 56 NEGRO (5/32) (1000 PZAS),CAJA,True,0,0,0,32,INDUX SA DE CV,REMACHES,HERRAJES,REMACHES,4
310-AS-0450-100-AN,BOLSA REMACHES INDUX DEL 45 NEGRO (1/8) (100 PZAS),PZA,True,-2,0,-6,371,INDUX SA DE CV,REMACHES,REMACHES,REMACHES,4
310-AS-0450-00-BL,CAJA REMACHES INDUX DEL 45 BLANCO (1/8) (1000 PZAS),CAJA,True,0,0,0,35,INDUX SA DE CV,REMACHES,REMACHES,REMACHES,4
209-ER3-CH,ESPEJO RETROVISOR,PZA,True,0,0,0,3,"TECNO EXTRUSIONES, S.A. DE C.V.",RETROVISOR,CRISTAL,VARIOS,4
209-ER1-GR,ESPEJO RETROVISOR GRANDE,PZA,False,0,0,0,0,"TECNO EXTRUSIONES, S.A. DE C.V.",RETROVISOR,CRISTAL,VARIOS,4
209-ER2-ME,ESPEJO RETROVISOR MEDIANO,PZA,True,0,0,0,-6,"TECNO EXTRUSIONES, S.A. DE C.V.",RETROVISOR,CRISTAL,VARIOS,4
328-154300000,ROLLO PELICULA DE SEGURIDAD TRANSP. DE 1.52 MTS DE ANCHO 4 MILESIMAS (100 MICRAS),PZA,True,0,0,0,29,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-154600000,ROLLO PELICULA DECORATIVA CUADROS ESMERILADOS GRANDES DE 1.52 MTS ANCHO,PZA,True,0,0,0,5,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-154200000,ROLLO PELICULA DECORATIVA ESMERILADA DE 1.52 MTS DE ANCHO. (30 MTS,PZA,True,-1,0,0,9,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-1542000HU,ROLLO PELICULA DECORATIVA ESMERILADA HUMO DE 1.52 MTS DE ANCHO (30 MTS),PZA,True,0,0,0,3,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-154700000,ROLLO PELICULA DECORATIVA RAYA CHICAS PLATA DE 1.52 MTS DE ANCHO,PZA,True,0,0,0,2,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-154500000,ROLLO PELICULA DECORATIVA RAYAS ESMERILADAS CHICAS 1.52 MTS ANCHO,PZA,True,0,0,0,4,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-155000000,ROLLO PELICULA DECORATIVA REFLECTA PLATA DE 1.52 MTS DE ANCHO,PZA,True,0,0,0,3,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-155300000,ROLLO PELICULA DECORATIVA TINTEX DE 1.52 MTS DE ANCHO,PZA,True,0,0,0,1,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-155500000,ROLLO PELICULA NANOCERAMICA SRC5075 BLUE SKY  1.52 MTS DE ANCHO,PZA,True,0,0,0,1,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
328-154400000,ROLLO PELICULA SOLAR 5% NEGRO DE 1.52 MTS DE ANCHO,PZA,True,0,0,0,4,"HERRALUM INDUSTRIAL, S.A. DE C.V.",ROLLO PELICULAS HERRALUM,PELICULAS P/CRISTAL,PELICULAS DECORATIVAS,4
991-11031-7-10,ANGULO 1/2 CUPRUM NATURAL PULIDO 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
152-11033-7-10,ANGULO 3/4 CUPRUM NATURAL PULIDO 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
153-11033-7-18,ANGULO 3/4 DE 6.10 MTS CAFE CUPRUM,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
991-C1311-7-02,ANGULO CUPRUM DE 1 1/2 X 1 1/2 X 1/8 SIN ANODIZAR DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
152-C1311-7-13,ANGULO DE 1 1/2 X 1 1/2 X 1/8 NATURAL 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
991-11031-7-13,ANGULO DE 1/2 CUPRUM NATURAL 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
153-11033-7-45,"ANGULO DE 3/4"" CUPRUM CAFE OSCURO DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,ANGULOS,ANGULOS,2
991-11124-7-10,"PERFIL ANGULO 1"" NATURAL PULIDO 6.10 MTS",PZA,True,0,0,15,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
153-11033-7-99,PERFIL ANGULO 3/4 DE 6.10 MTS BLANCO,PZA,True,0,0,43,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
991-C1314-7-00,PERFIL ANGULO DE 1 1/2 X 3/16 SIN ANODIZAR DE 6.10 MTS,PZA,True,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
991-15313-3-11,"PERFIL ANGULO DE 2"" NATURAL 3.66 MTS",PZA,True,0,0,4,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,ANGULOS,3
114-69957-7-99,"PERFIL RIEL INFERIOR DE 3"" BLANCO DE 6.10 MTS",PZA,True,0,0,17,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,"CORREDIZA 3""",3
114-69957-7-45,"PERFIL RIEL INFERIOR DE 3"" CAFE OSCURO DE 6.10 MTS",PZA,True,0,0,24,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,"CORREDIZA 3""",3
114-69957-7-24,"RIEL INFERIOR DE 3"" CUPRUM CHAMP PULIDO DE 6.10 MTS",PZA,False,0,0,8,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,"CORREDIZA 3""",3
15-C1613-7-10,"PERFIL TEE DE 1"" NATURAL PULIDO DE 6.10 MTS",PZA,True,0,0,7,0,LA VIGA CUPRUM,SERIES CUPRUM,ANGULOS,TEE,3
15-C1613-7-99,"TEE DE 1"" CUPRUM BLANCO DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,ANGULOS,TEE,2
15-C1613-7-13,"TEE DE 1"" CUPRUM NATURAL DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,ANGULOS,TEE,2
143-5844-7-4,"BATIENTE 2"" CHAMPAGNE BTE DE 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BATIENTES,BATIENTE 1750,1
144-C8550-7-99,"BATIENTE CUPRUM CON VENAS DE 1 3/4 X 1"" BLANCO 6.10 MTS",PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BATIENTES,BATIENTE 1750,2
144-65844-7-99,"PERFIL BATIENTE 2"" BLANCO 6.10 MTS",PZA,True,0,0,10,0,LA VIGA CUPRUM,SERIES CUPRUM,BATIENTES,BATIENTE 1750,3
144-65844-7-45,"PERFIL BATIENTE 2"" CAFE OSCURO 6.10 MTS",PZA,True,0,0,12,0,LA VIGA CUPRUM,SERIES CUPRUM,BATIENTES,BATIENTE 1750,3
144-68550-7-45,PERFIL BATIENTE CON VENAS DE 1 1/2 CAFE 6.10 MTS,PZA,True,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,BATIENTES,BATIENTE 1750,3
144-68550-7-99,"PERFIL BATIENTE CON VENAS DE 1 1/2 X 1"" BLANCO 6.10 MTS",PZA,True,0,0,6,0,LA VIGA CUPRUM,SERIES CUPRUM,BATIENTES,BATIENTE 1750,3
121-9524-7-10,GUIA PARA BAÑO ANCHA NATURAL PULIDO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BAÑOS,BAÑOS,3
921-11035-7-11,OVAL CHICO REFORZADO NATURAL DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BAÑOS,BAÑOS,1
122-10103-7-18M,OVAL DE LUJO CAFE,MTS,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BAÑOS,BAÑOS,1
121-9756-7-10,OVAL MEDIANO NATURAL PULIDO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA EXTRUSIONES,SERIES CUPRUM,BAÑOS,BAÑOS,3
121-10198-7-10,PERFIL GUIA PARA BAÑO ANCHA NATURAL PULIDO DE 6.10 MTS,PZA,True,0,0,19,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,3
821-11035-7-10,PERFIL OVAL CHICO REFORZADO NATURAL PULIDO DE 6.10 MTS,PZA,True,0,0,14,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,3
122-10103-7-18,PERFIL OVAL DE LUJO CAFE OSCURO DE 6.10 MTS,PZA,True,15,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,2
121-C9756-7-10,PERFIL OVAL MEDIANO NATURAL PULIDO DE 6.10 MTS,PZA,True,0,0,11.5,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,3
122-7394-7-10,PERFIL RIEL SUP REFORZADO NATURAL PULIDO DE 6.10 MTS,PZA,True,0,0,9,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,3
122-7394-7-45,RIEL SUP REFORZADO CUPRUM CAFE OSCURO DE 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,BAÑOS,BAÑOS,3
614-C1432-7-90,CANAL 3/8 ORO 6.10 MTS,PZA,False,0,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
623-C1433-7-99,PERFIL CANAL 1/2 BLANCO 6.10 MTS,PZA,True,94,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
622-C1433-7-45,PERFIL CANAL 1/2 CAFE 6.10 MTS,PZA,True,57,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
623-C1433-7-24,PERFIL CANAL 1/2 CHAMPAGNE PULIDO 6.10 MTS,PZA,True,73,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
621-C1433-7-13,PERFIL CANAL 1/2 NATURAL 6.10 MTS,PZA,True,21,0,72,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
613-C1432-7-99,PERFIL CANAL 3/8 BLANCO 6.10 MTS,PZA,True,6,0,72,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
612-C1432-7-45,PERFIL CANAL 3/8 CAFE 6.10 MTS,PZA,True,0,0,-2,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
614-C1432-7-24,PERFIL CANAL 3/8 CHAMPAGNE PULIDO 6.10 MTS,PZA,True,40,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
611-C1432-7-13,PERFIL CANAL 3/8 NATURAL 6.10 MTS,PZA,True,69,0,0,0,LA VIGA CUPRUM,SERIES CUPRUM,CANALES,CANALES,3
