nuevocodigo,eliminar,id,alterno,alterno2,descripcion,sustancia,unidad,gramaje,presentacion,plista,dctoprov,arancel,mcom,madm,costoreal,m1,m2,m3,p1,p2,p3,familia,nombrefamilia,clase,nombreclase,linea,nombrelinea,fecha,alta,impuesto,m4,m5,m6,p4,p5,p6,entero,autocant,minimo,maximo,imagen,existencia,ultcompra,ultventa,proveedor,nombre
,,192-4505-7-80,4505-7-80,30102306,HOJA LATERAL LINEA ESPAÑOLA 4500 BLANCO 6.10 MTS,,PZA,3,PZA,249.87,0.00,0.00,0.00,0.00,249.87,15.00,13.00,11.00,341.00,333.16,325.68,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,72,4500 ESPAÑOLA,03-02-26,2/23/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4505-7-80,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4505-7-4,4505-7-4,30102306,HOJA LATERAL LINEA ESPAÑOLA 4500 CHAMPAGNE 6.10,,PZA,3,PZA,299.59,0.00,0.00,0.00,0.00,299.59,15.00,13.00,11.00,408.85,399.45,390.47,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,72,4500 ESPAÑOLA,03-02-26,2/23/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4505-7-4,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4505-7-88,4505-7-88,30102306,HOJA LATERAL LINEA ESPAÑOLA 4500 MADERA 6.10 MTS,,PZA,3,PZA,373.77,0.00,0.00,0.00,0.00,373.77,15.00,13.00,11.00,510.08,498.35,487.16,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,72,4500 ESPAÑOLA,03-02-26,2/23/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4505-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,912-3535-7-88,3535-7-88,30102306,HOJA LATERAL MOSQUITERO LINEA 3500 DE 6.10 MTS MADERA,,PZA,3,,360.41,0.00,0.00,0.00,0.00,360.41,39.28,37.28,37.28,688.53,666.58,666.58,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,107,3500 ESPAÑOLA,03-02-26,5/28/2021,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,912-3535-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1406-7-80,1406-7-80,30102306,HOJA LISA PUERTA LINEA 1400 BLANCO 6.10 MTS,,PZA,3,PZA,570.44,0.00,0.00,0.00,0.00,570.44,39.28,37.28,37.28,"1,089.78","1,055.03","1,055.03",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,2/23/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-80,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1406-7-18,1406-7-18,30102306,HOJA LISA PUERTA LINEA 1400 CAFE 6.10 MTS,,PZA,3,PZA,612.85,0.00,0.00,0.00,0.00,612.85,39.28,37.28,37.28,"1,170.79","1,133.45","1,133.45",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,12/19/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-18,0.00,,12/19/2025,4,LA VIGA EXTRUSIONES
,,318-1406-7-58,1406-7-58,1010101,HOJA LISA PUERTA LINEA 1400 CAFE OSCURO 6.10 MTS,,PZA,3,PZA,612.85,0.00,0.00,0.00,0.00,612.85,39.28,37.28,37.28,"1,170.79","1,133.45","1,133.45",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,12-01-26,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1406-7-4,1406-7-4,30102306,HOJA LISA PUERTA LINEA 1400 CHAMPAGNE 6.10 MTS,,PZA,3,PZA,674.50,0.00,0.00,0.00,0.00,674.50,39.28,37.28,37.28,"1,288.57","1,247.48","1,247.48",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,4/24/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-4,0.00,,4/24/2025,4,LA VIGA EXTRUSIONES
,,318-1406-7-88,1406-7-88,30102306,HOJA LISA PUERTA LINEA 1400 MADERA 6.10 MTS,,PZA,3,PZA,727.09,0.00,0.00,0.00,0.00,727.09,39.28,37.28,37.28,"1,389.04","1,344.74","1,344.74",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,2/28/2013,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1406-7-10,1406-7-10,30102306,HOJA LISA PUERTA LINEA 1400 NATURAL PULIDO 6.10 MTS,,PZA,3,PZA,674.50,0.00,0.00,0.00,0.00,674.50,39.28,37.28,37.28,"1,288.57","1,247.48","1,247.48",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,5/13/2016,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1406-7-10,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1401-7-88,1401-7-88,30102306,HOJA LISA VENTANA LINEA 1400 MADERA 6.10 MTS,,PZA,3,PZA,577.64,0.00,0.00,0.00,0.00,577.64,39.28,37.28,37.28,"1,103.52","1,068.33","1,068.33",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,03-12-13,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1401-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1423-7-58,1423-7-58,30102306,HOJA MONUMENTAL S-1400 CAFE OSCURO 6.10 MTS,,PZA,3,PZA,"1,072.52",0.00,0.00,0.00,0.00,"1,072.52",39.28,37.28,37.28,"2,048.95","1,983.61","1,983.61",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,05-08-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1423-7-18,0.00,,12/17/2025,4,LA VIGA EXTRUSIONES
,,318-1423-7-4,1423-7-4,30102306,HOJA MONUMENTAL S-1400 CHAMPAGNE 6.10 MTS,,PZA,3,,"1,156.37",0.00,0.00,0.00,0.00,"1,156.37",39.28,37.28,37.28,"2,209.13","2,138.69","2,138.69",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,04-12-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1423-7-4,0.00,,,4,LA VIGA EXTRUSIONES
,,318-1423-7-88,1423-7-88,30102306,HOJA MONUMENTAL S-1400 MADERA 6.10 MTS,,PZA,3,,"1,227.89",0.00,0.00,0.00,0.00,"1,227.89",39.28,37.28,37.28,"2,345.76","2,270.96","2,270.96",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,82,1400 ESPAÑOLA,03-02-26,02-05-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,318-1423-7-88,0.00,,2/19/2026,4,LA VIGA EXTRUSIONES
,,192-3605-7-80,3605-7-80,30102306,HOJA PERIMETRAL BLANCO LINEA 3600 ESPAÑOLA 6.10 MTS,,PZA,3,PZA,334.20,0.00,0.00,0.00,0.00,334.20,39.28,37.28,37.28,638.45,618.09,618.09,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,5/25/2013,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-3605-7-80,0.00,,,4,LA VIGA EXTRUSIONES
,,912-3605-7-4,3605-7-4,30102306,HOJA PERIMETRAL CHAMPAGNE PULIDO LINEA 3600 6.10 MTS,,PZA,3,PZA,436.88,0.00,0.00,0.00,0.00,436.88,39.28,37.28,37.28,834.60,807.99,807.99,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,12-12-14,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,912-3605-7-25,0.00,,,4,LA VIGA EXTRUSIONES
,,192-3605-7-16,3605-7-16,30102306,HOJA PERIMETRAL INOX GRATADO MATE LINEA 3600 ESPAÑOLA 6.10 MTS,,PZA,2,PZA,289.95,0.00,0.00,0.00,0.00,289.95,39.00,37.00,37.00,551.38,533.88,533.88,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,5/29/2021,5/25/2013,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-3605-7-16,0.00,,,4,LA VIGA EXTRUSIONES
,,194-10001-7-58,10001-7-58,1010101,HOJA PERIMETRAL LINEA 10000 CAFE OSCURO 6.10 MTS,,PZA,3,PZA,868.49,0.00,0.00,0.00,0.00,868.49,39.28,37.28,37.28,"1,659.16","1,606.26","1,606.26",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,91,10000 ESPAÑOLA,03-02-26,2/21/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,194-10001-7-25,0.00,,2/21/2026,4,LA VIGA EXTRUSIONES
,,192-3605-7-88,3605-7-88,30102306,HOJA PERIMETRAL LINEA 3600 MADERA 6.10 MTS,,PZA,3,PZA,488.83,0.00,0.00,0.00,0.00,488.83,39.28,37.28,37.28,933.85,904.07,904.07,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,03-12-13,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-3605-88,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4605-7-80,4605-7-80,30102306,HOJA PERIMETRAL LINEA 4600 BLANCA 6.10 MTS,,PZA,3,PZA,821.36,0.00,0.00,0.00,0.00,821.36,39.28,37.28,37.28,"1,569.14","1,519.11","1,519.11",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,6/25/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4605-7-80,0.00,,06-09-25,4,LA VIGA EXTRUSIONES
,,192-4605-7-58,4605-7-58,30102306,HOJA PERIMETRAL LINEA 4600 CAFE OSCURO 6.10 MTS,,PZA,3,PZA,884.27,0.00,0.00,0.00,0.00,884.27,39.28,37.28,37.28,"1,689.32","1,635.46","1,635.46",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,8/21/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4605-7-88,0.00,,12/24/2025,4,LA VIGA EXTRUSIONES
,,192-4605-7-88,4605-7-88,30102306,HOJA PERIMETRAL LINEA 4600 MADERA 6.10 MTS,,PZA,3,PZA,"1,053.77",0.00,0.00,0.00,0.00,"1,053.77",39.28,37.28,37.28,"2,013.12","1,948.93","1,948.93",14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,4/29/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4605-7-88,0.00,,4/30/2025,4,LA VIGA EXTRUSIONES
,,192-64624-7-58,64624-7-58,1010101,HOJA PERIMETRAL MOSQUITERO  LINEA 4600 CAFE OSCURO 6.10 MTS,,PZA,3,PZA,155.68,0.00,0.00,0.00,0.00,155.68,39.28,37.28,37.28,297.41,287.92,287.92,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,87,4600 ESPAÑOLA,03-02-26,06-11-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4605-7-80,0.00,,12/24/2025,4,LA VIGA EXTRUSIONES
,,192-3605-7-29,3605-7-29,30102306,HOJA PERIMETRAL NAT PUL GRATADO LINEA 3600 6.10 MTS,,PZA,3,PZA,266.19,0.00,0.00,0.00,0.00,266.19,27.00,25.00,23.00,422.99,411.71,401.01,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,88,3600 ESPAÑOLA,03-02-26,5/28/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-3605-7-29,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4507-7-80,4507-7-80,30102306,HOJA RUEDAS LINEA ESPAÑOLA 4500 BLANCA 6.10 MTS,,PZA,3,PZA,311.59,0.00,0.00,0.00,0.00,311.59,15.00,13.00,11.00,425.23,415.46,406.12,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,72,4500 ESPAÑOLA,03-02-26,2/23/2014,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4507-7-80,0.00,,,4,LA VIGA EXTRUSIONES
,,192-4507-7-88,4507-7-88,30102306,HOJA RUEDAS LINEA ESPAÑOLA 4500 MADERA 6.10 MTS,,PZA,3,,469.37,0.00,0.00,0.00,0.00,469.37,27.00,25.00,23.00,745.85,725.96,707.10,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,72,4500 ESPAÑOLA,03-02-26,5/28/2021,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,192-4507-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,912-3536-7-58,3536-7-58,1010101,HOJA RUEDAS MOSQUITERO LINEA 3500 DE 6.10 MTS CAFE OSCURO,,PZA,3,,263.39,0.00,0.00,0.00,0.00,263.39,39.28,37.28,37.28,503.18,487.14,487.14,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,107,3500 ESPAÑOLA,03-02-26,10-10-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,912-3536-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,912-3536-7-88,3536-7-88,30102306,HOJA RUEDAS MOSQUITERO LINEA 3500 DE 6.10 MTS MADERA,,PZA,3,,331.52,0.00,0.00,0.00,0.00,331.52,39.28,37.28,37.28,633.34,613.14,613.14,14,ALUMINIO LINEA ESPAÑOLA,19,ESPAÑOLA,107,3500 ESPAÑOLA,03-02-26,5/28/2021,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,912-3536-7-88,0.00,,,4,LA VIGA EXTRUSIONES
,,801-12602-7-99M,12602-7-99M,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 BLANCO",,MTS,1,MTS,267.95,0.00,0.00,0.00,0.00,267.95,20.00,18.00,18.00,388.52,379.05,379.05,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602--80M,0.00,,06-01-26,34,LA VIGA CUPRUM
,,801-12602-7-99,12602-7-99,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 BLANCO 6.10 MTS",,PZA,3,PZA,"1,125.37",0.00,0.00,0.00,0.00,"1,125.37",20.00,18.00,18.00,"1,631.79","1,591.99","1,591.99",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,03-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-80,0.00,,2/16/2026,34,LA VIGA CUPRUM
,,801-12602-7-45M,12602-7-45M,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 CAFE",,MTS,1,MTS,291.35,0.00,0.00,0.00,0.00,291.35,20.00,18.00,18.00,422.45,412.15,412.15,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,5/18/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-18M,0.00,,12/30/2025,34,LA VIGA CUPRUM
,,801-12602-7-45,12602-7-45,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 CAFE 6.10 MTS",,PZA,3,PZA,"1,216.57",0.00,0.00,0.00,0.00,"1,216.57",20.00,18.00,18.00,"1,764.03","1,721.00","1,721.00",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,8/20/2025,4/24/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-18,0.00,,02-01-26,34,LA VIGA CUPRUM
,,801-12602-7-24M,12602-7-24M,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 CHAMPAGNE BTE",,MTS,1,MTS,318.01,0.00,0.00,0.00,0.00,318.01,20.00,18.00,18.00,461.12,449.87,449.87,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,4/23/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-4M,58.55,,1/27/2026,34,LA VIGA CUPRUM
,,801-12602-7-24,12602-7-24,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 CHAMPAGNE PULIDO 6.10 MTS",,PZA,3,PZA,"1,335.64",0.00,0.00,0.00,0.00,"1,335.64",20.00,18.00,18.00,"1,936.68","1,889.45","1,889.45",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,7/21/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-4,0.00,,02-03-26,34,LA VIGA CUPRUM
,,801-12602-7-10M,12602-7-10M,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 NAT PUL",,MTS,1,MTS,307.09,0.00,0.00,0.00,0.00,307.09,20.00,18.00,18.00,445.27,434.41,434.41,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-10M,0.00,,12/15/2025,34,LA VIGA CUPRUM
,,801-12602-7-10,12602-7-10,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 NAT PUL 6.10 MTS",,PZA,3,PZA,"1,289.76",0.00,0.00,0.00,0.00,"1,289.76",20.00,18.00,18.00,"1,870.15","1,824.53","1,824.53",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-10,0.00,,,34,LA VIGA CUPRUM
,,801-12602-7-13M,12602-7-13M,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 NATURAL",,MTS,1,MTS,268.03,0.00,0.00,0.00,0.00,268.03,20.00,18.00,18.00,388.64,379.16,379.16,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,5/18/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-11M,0.00,,9/18/2025,34,LA VIGA CUPRUM
,,801-12602-7-13,12602-7-13,30102306,"INTERMEDIO 4"" PTA RESIDENCIAL SERIE 50 NATURAL 6.10 MTS",,PZA,3,PZA,"1,125.72",0.00,0.00,0.00,0.00,"1,125.72",20.00,18.00,18.00,"1,632.30","1,592.49","1,592.49",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,11/13/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12602-7-11,-3.00,,2/23/2026,34,LA VIGA CUPRUM
,,801-12569-7-99,12569-7-99,30102306,INTERMEDIO BTE PTA RESIDENCIAL SERIE 50 BLANCO 6.10 MTS,,PZA,3,PZA,687.95,0.00,0.00,0.00,0.00,687.95,20.00,18.00,18.00,997.53,973.20,973.20,16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,10/18/2011,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12569-7-80,0.00,,,34,LA VIGA CUPRUM
,,801-12569-7-45,12569-7-45,1010101,INTERMEDIO BTE PTA RESIDENCIAL SERIE 50 CAFE 6.10 MTS,,PZA,3,PZA,752.65,0.00,0.00,0.00,0.00,752.65,20.00,18.00,18.00,"1,091.34","1,064.73","1,064.73",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,6/21/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12569-7-80,0.00,,07-10-25,34,LA VIGA CUPRUM
,,801-12569-7-24,12569-7-24,30102306,INTERMEDIO BTE PTA RESIDENCIAL SERIE 50 CHAMPAGNE 6.10 MTS,,PZA,3,PZA,826.14,0.00,0.00,0.00,0.00,826.14,20.00,18.00,18.00,"1,197.90","1,168.69","1,168.69",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,6/21/2025,09-05-12,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12569-7-4,0.00,,,34,LA VIGA CUPRUM
,,801-12569-7-13,12569-7-13,30102306,INTERMEDIO BTE PTA RESIDENCIAL SERIE 50 NATURAL 6.10 MTS,,PZA,3,,835.58,8.00,0.00,0.00,0.00,768.73,22.00,20.00,20.00,"1,143.24","1,114.66","1,114.66",16,SERIES CUPRUM,4,PUERTAS,79,RESIDENCIAL SERIE 50,10/15/2025,11/28/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,801-12569-7-13,-2.00,,2/18/2026,34,LA VIGA CUPRUM
,,115-9081-7-88,9081-7-88,1010101,"INTERMEDIO CORTO DE 3"" MADERA DE 6.10 MTS P/CORREDIZA",,PZA,3,PZA,421.27,0.00,0.00,0.00,0.00,421.27,37.67,35.67,35.67,784.00,759.63,759.63,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",9/26/2025,09-10-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,115-9082-7-88,0.50,,1/20/2026,4,LA VIGA EXTRUSIONES
,,111-69082-7-10,69082-7-10,1010101,"INTERMEDIO CUPRUM DE 3"" NATURAL PULIDO 6.10 MTS",,PZA,3,PZA,407.71,0.00,0.00,0.00,0.00,407.71,20.00,18.00,18.00,591.18,576.76,576.76,16,SERIES CUPRUM,2,CORREDIZAS,4,"CORREDIZA 3""",6/21/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,111-9082-7-10,-0.50,,10-03-26,34,LA VIGA CUPRUM
,,811-9082-7-85,9082-7-85,30102306,"INTERMEDIO DE 3"" BEIGE 6.10 MTS",,PZA,2,PZA,459.90,0.00,0.00,0.00,0.00,459.90,37.67,35.67,35.67,855.91,829.30,829.30,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",7/20/2016,1/27/2026,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,811-9082-7-85,3.00,,,4,LA VIGA EXTRUSIONES
,,112-9082-7-58,9082-7-58,30102306,"INTERMEDIO DE 3"" CAFE OSCURO DE 6.10 MTS",,PZA,2,,393.77,0.00,0.00,0.00,0.00,393.77,37.67,35.67,35.67,732.83,710.04,710.04,36,ALUMINIO CAFE OSCURO (58),2,CORREDIZAS,4,"CORREDIZA 3""",12/30/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,112-9082-7-58,-36.50,,10-03-26,4,LA VIGA EXTRUSIONES
,,112-9082-7-18M,9082-7-18M,30102306,"INTERMEDIO DE 3"" CAFE P/CORREDIZA",,MTS,1,MTS,92.22,0.00,0.00,0.00,0.00,92.22,37.67,35.67,35.67,171.62,166.29,166.29,26,ALUMINIO CAFE (18),2,CORREDIZAS,4,"CORREDIZA 3""",01-07-22,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,112-9082-7-18M,49.38,,07-03-26,4,LA VIGA EXTRUSIONES
,,115-9082-7-88,9082-7-88,30102306,"INTERMEDIO DE 3"" MADERA DE 6.10 MTS P/CORREDIZA",,PZA,3,PZA,516.32,0.00,0.00,0.00,0.00,516.32,37.67,35.67,35.67,960.90,931.03,931.03,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",09-10-25,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,115-9082-7-88,0.50,,04-03-26,4,LA VIGA EXTRUSIONES
,,115-9082-7-88M,9082-7-88M,30102306,"INTERMEDIO DE 3"" MADERA P/CORREDIZA",,MTS,1,MTS,120.92,0.00,0.00,0.00,0.00,120.92,37.67,35.67,35.67,225.03,218.04,218.04,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",9/26/2025,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,115-9082-7-88M,56.44,,1/19/2026,4,LA VIGA EXTRUSIONES
,,111-9082-7-10M,9082-7-10M,30102306,"INTERMEDIO DE 3"" NATURAL PULIDO",,MTS,1,MTS,107.71,0.00,0.00,0.00,0.00,107.71,39.28,37.28,37.28,205.76,199.20,199.20,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",9/20/2021,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,111-9082-7-10M,60.00,,02-01-26,4,LA VIGA EXTRUSIONES
,,113-9082-7-80,9082-7-80,30102306,INTERMEDIO DE 3' BLANCO DE 6.10 MTS P/CORREDIZA,,PZA,2,PZA,348.28,0.00,0.00,0.00,0.00,348.28,36.02,34.02,34.02,631.46,612.32,612.32,38,EXTRUSIONES 2 Y 3 BLANCO Y NATURAL,2,CORREDIZAS,4,"CORREDIZA 3""",12/30/2025,01-04-25,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,113-9082-7-80,14.00,,11-03-26,4,LA VIGA EXTRUSIONES
,,113-9082-7-80M,9082-7-80M,30102306,INTERMEDIO DE 3' BLANCO P/CORREDIZA,,MTS,1,MTS,81.56,0.00,0.00,0.00,0.00,81.56,36.02,34.02,34.02,147.88,143.40,143.40,1,ALUMINIO LINEA NACIONAL,2,CORREDIZAS,4,"CORREDIZA 3""",12-06-23,3/31/2025,16.00,0.00,0.00,0.00,0.00,0.00,0.00,FALSE,FALSE,0.00,0.00,113-9082-7-80M,37.05,,04-03-26,4,LA VIGA EXTRUSIONES
